C,DB,avg.abund,direction,smoothing.pval.BH,marginal.pval.BH,log2.FC,significance
15,0,42.7300443773333,+,1e-05,0.00276564895975426,2.00764033515348,Increase
17,0,12.9437423575,+,1e-05,0.00276564895975426,1.62117452847513,Increase
17,1,74.4614349865,+,1e-05,0.00698544753160657,1.05055216069143,Increase
19,1,5.56486552166667,+,1,0.0432077270268228,-0.26452337262,NS
