C,DB,avg.abund,direction,smoothing.pval.BH,marginal.pval.BH,log2.FC,significance
15,0,3.8527551151914,+,1e-05,2.48547348957513e-05,3.40637749235954,Increase
17,0,19.1207606723333,+,1e-05,0.00440576713936962,0.960633375870811,Increase
17,1,3.45709754816667,+,1e-05,0.000168319192318057,2.4526310683968,Increase
